rerank,acertosCompletos,acertosCompletosPorcentagem,acertosTop5,acertosTop5Porcentagem,erros,errosPorcentagem,totalTestado,tempo_execucao
False,699.375,77.88140311804008,20.875,2.324610244988864,177.75,19.793986636971045,898,1164.2602997984018
True,655.9166666666666,73.04194506310319,64.25,7.1547884187082404,177.83333333333334,19.80326651818857,898,1237.5498156693102
