listaFiltroApis,acertosCompletos,acertosCompletosPorcentagem,acertosTop5,acertosTop5Porcentagem,erros,errosPorcentagem,totalTestado,tempo_execucao
False,561.125,62.48608017817372,36.875,4.106347438752784,300.0,33.4075723830735,898,1204.2169423303046
True,794.1666666666666,88.43726800296955,48.25,5.37305122494432,55.583333333333336,6.189680772086118,898,1197.5931731374073
