rerank,filtroApi,listaFiltroApis,modeloChat,modeloClassificador,embedding,acertosCompletos,acertosCompletosPorcentagem,acertosTop5,acertosTop5Porcentagem,erros,errosPorcentagem,totalTestado,tempo_execucao
False,True,True,qwen2:7b,phi3:3.8b,colunas,831,92.53897550111358,24,2.6726057906458798,43,4.788418708240535,898,1079.6653672311907
False,True,True,gemma4:e2b,gemma4:e2b,colunas,831,92.53897550111358,24,2.6726057906458798,43,4.788418708240535,898,977.4791452632144
False,True,True,gemma4:e4b,gemma4:e4b,colunas,831,92.53897550111358,24,2.6726057906458798,43,4.788418708240535,898,1391.6699245421687
False,False,False,qwen2:7b,phi3:3.8b,colunas,830,92.42761692650335,26,2.89532293986637,42,4.67706013363029,898,1060.7281351067195
False,False,True,qwen2:7b,phi3:3.8b,colunas,830,92.42761692650335,26,2.89532293986637,42,4.67706013363029,898,1061.5791062719477
False,False,True,gemma4:e4b,gemma4:e4b,colunas,830,92.42761692650335,26,2.89532293986637,42,4.67706013363029,898,1452.037276268748
False,False,False,gemma4:e4b,gemma4:e4b,colunas,830,92.42761692650335,26,2.89532293986637,42,4.67706013363029,898,1423.486275378046
False,False,False,gemma4:e2b,gemma4:e2b,colunas,830,92.42761692650335,26,2.89532293986637,42,4.67706013363029,898,992.5771587105431
False,False,True,gemma4:e2b,gemma4:e2b,colunas,830,92.42761692650335,26,2.89532293986637,42,4.67706013363029,898,978.7280996563774
