filtroApi,acertosCompletos,acertosCompletosPorcentagem,acertosTop5,acertosTop5Porcentagem,erros,errosPorcentagem,totalTestado,tempo_execucao
False,795.75,88.61358574610244,47.75,5.317371937639198,54.5,6.0690423162583516,898,1206.8227672576904
True,559.5416666666666,62.30976243504083,37.375,4.162026726057906,301.0833333333333,33.52821083890126,898,1194.9873482100213
